FileFormat:0002.2 file with temperature of atmosphere
SN105HE102
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
56,45	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.4.20120406
MTP5HE102F5645K-38.60I70D219217+A1.1
Commentary:
SN105HE102
парабола ДНА = 2,5 град
НЕ102 - ПУ - ХВБ с ЦСД " S "
АЦП - 202 - 09 с контр.U пит.и М
оптопара серии - 2
Т out № 178 пл
БП LPS - 112
End Of Commentary

SYSTEM\summer.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	OutsideTemperature
01/06/2019 00:00:00	3,46	3,66	3,50	3,29	3,02	2,63	2,31	1,97	1,55	1,15	0,74	0,35	-0,05	-0,40	-0,76	-1,06	-1,36	-1,58	-1,79	-1,98	-2,17	3,55
01/06/2019 00:05:00	3,41	3,59	3,54	3,41	3,17	2,74	2,34	1,95	1,58	1,19	0,77	0,35	-0,07	-0,44	-0,82	-1,14	-1,45	-1,68	-1,90	-2,09	-2,28	3,50
01/06/2019 00:10:00	3,62	3,68	3,63	3,43	3,09	2,72	2,34	1,97	1,69	1,35	0,96	0,59	0,23	-0,10	-0,43	-0,70	-0,98	-1,17	-1,36	-1,52	-1,67	3,46
01/06/2019 00:15:00	3,47	3,62	3,55	3,39	3,15	2,82	2,51	2,20	1,83	1,48	1,11	0,75	0,38	0,04	-0,29	-0,58	-0,88	-1,09	-1,30	-1,49	-1,67	3,29
01/06/2019 00:20:00	3,43	3,55	3,38	3,13	2,80	2,47	2,08	1,69	1,33	1,01	0,69	0,36	0,04	-0,27	-0,58	-0,86	-1,15	-1,34	-1,54	-1,71	-1,87	3,44
01/06/2019 00:25:00	3,34	3,58	3,40	3,15	2,83	2,49	2,12	1,74	1,42	1,04	0,61	0,21	-0,18	-0,52	-0,87	-1,14	-1,42	-1,61	-1,81	-1,97	-2,14	3,43
01/06/2019 00:30:00	3,35	3,65	3,48	3,21	2,84	2,35	1,97	1,62	1,25	0,91	0,58	0,26	-0,06	-0,36	-0,66	-0,93	-1,20	-1,38	-1,56	-1,70	-1,84	3,32
01/06/2019 00:35:00	3,24	3,37	3,22	3,02	2,74	2,38	2,05	1,70	1,32	0,96	0,57	0,20	-0,17	-0,51	-0,84	-1,13	-1,42	-1,63	-1,83	-2,01	-2,19	3,22
01/06/2019 00:40:00	3,15	3,33	3,17	2,95	2,67	2,34	2,01	1,68	1,34	1,02	0,69	0,36	0,04	-0,27	-0,57	-0,84	-1,11	-1,31	-1,50	-1,66	-1,82	3,09
01/06/2019 00:45:00	3,22	3,34	3,25	3,06	2,78	2,47	2,18	1,87	1,55	1,15	0,70	0,28	-0,13	-0,49	-0,84	-1,12	-1,40	-1,60	-1,80	-1,97	-2,14	2,73
01/06/2019 00:50:00	3,20	3,30	3,22	3,04	2,75	2,39	2,02	1,66	1,37	0,99	0,56	0,15	-0,25	-0,60	-0,96	-1,24	-1,52	-1,72	-1,91	-2,08	-2,24	2,96
01/06/2019 00:55:00	3,05	3,13	2,97	2,76	2,50	2,19	1,87	1,54	1,21	0,85	0,46	0,09	-0,29	-0,62	-0,95	-1,23	-1,51	-1,70	-1,90	-2,07	-2,24	2,86
01/06/2019 01:00:00	2,99	3,07	2,88	2,60	2,25	1,94	1,63	1,30	0,95	0,62	0,29	-0,02	-0,33	-0,62	-0,92	-1,17	-1,43	-1,61	-1,79	-1,93	-2,08	2,96
01/06/2019 01:05:00	2,86	2,86	2,68	2,46	2,20	1,94	1,68	1,39	1,02	0,73	0,46	0,18	-0,10	-0,38	-0,66	-0,92	-1,18	-1,37	-1,56	-1,73	-1,89	2,80
01/06/2019 01:10:00	2,66	2,62	2,51	2,36	2,15	1,92	1,63	1,33	1,06	0,76	0,43	0,10	-0,23	-0,53	-0,83	-1,10	-1,36	-1,55	-1,73	-1,90	-2,06	2,65
01/06/2019 01:15:00	2,62	2,58	2,49	2,32	2,09	1,85	1,64	1,42	1,17	0,81	0,39	0,02	-0,36	-0,67	-0,99	-1,23	-1,48	-1,65	-1,82	-1,98	-2,13	2,69
01/06/2019 01:20:00	2,61	2,64	2,58	2,40	2,13	1,90	1,57	1,26	1,03	0,75	0,44	0,14	-0,16	-0,44	-0,72	-0,97	-1,22	-1,39	-1,56	-1,70	-1,85	2,59
01/06/2019 01:25:00	2,58	2,48	2,35	2,21	2,04	1,85	1,62	1,35	1,03	0,77	0,51	0,23	-0,05	-0,33	-0,61	-0,88	-1,14	-1,34	-1,53	-1,70	-1,88	2,55
01/06/2019 01:30:00	2,52	2,46	2,36	2,18	1,93	1,66	1,40	1,13	0,85	0,57	0,27	-0,02	-0,32	-0,59	-0,87	-1,12	-1,37	-1,54	-1,71	-1,86	-2,00	2,41
01/06/2019 01:35:00	2,38	2,42	2,30	2,13	1,92	1,64	1,41	1,18	0,91	0,60	0,28	-0,03	-0,34	-0,62	-0,90	-1,14	-1,39	-1,56	-1,73	-1,87	-2,02	2,38
01/06/2019 01:40:00	2,42	2,31	2,15	2,06	2,00	1,77	1,58	1,36	1,04	0,76	0,46	0,15	-0,17	-0,47	-0,77	-1,03	-1,30	-1,50	-1,70	-1,88	-2,06	2,42
01/06/2019 01:45:00	2,30	2,37	2,31	2,15	1,91	1,72	1,47	1,20	0,93	0,65	0,33	0,03	-0,27	-0,56	-0,84	-1,09	-1,33	-1,51	-1,68	-1,83	-1,98	2,35
01/06/2019 01:50:00	2,25	2,40	2,27	2,12	1,92	1,57	1,32	1,07	0,75	0,48	0,21	-0,06	-0,33	-0,60	-0,87	-1,13	-1,38	-1,55	-1,73	-1,87	-2,02	2,30
01/06/2019 01:55:00	2,33	2,46	2,37	2,23	2,01	1,68	1,38	1,09	0,85	0,57	0,26	-0,04	-0,35	-0,63	-0,92	-1,17	-1,42	-1,59	-1,75	-1,89	-2,03	2,33
01/06/2019 02:00:00	2,38	2,44	2,25	2,03	1,79	1,57	1,31	1,03	0,76	0,50	0,24	-0,03	-0,29	-0,54	-0,80	-1,04	-1,27	-1,44	-1,60	-1,74	-1,88	2,17
01/06/2019 02:05:00	2,27	2,28	2,23	2,12	1,93	1,63	1,34	1,05	0,76	0,47	0,16	-0,15	-0,47	-0,78	-1,08	-1,35	-1,62	-1,80	-1,99	-2,15	-2,31	2,18
01/06/2019 02:10:00	2,34	2,23	2,05	1,86	1,68	1,56	1,34	1,10	0,87	0,60	0,31	0,02	-0,27	-0,53	-0,80	-1,03	-1,26	-1,43	-1,60	-1,75	-1,90	2,29
01/06/2019 02:15:00	2,15	2,37	2,19	2,00	1,78	1,54	1,31	1,07	0,82	0,53	0,23	-0,05	-0,33	-0,59	-0,86	-1,09	-1,32	-1,47	-1,63	-1,77	-1,90	2,42
01/06/2019 02:20:00	2,22	2,18	2,02	1,86	1,68	1,41	1,24	1,06	0,79	0,53	0,27	0,01	-0,25	-0,50	-0,75	-0,97	-1,20	-1,36	-1,52	-1,66	-1,79	2,23
01/06/2019 02:25:00	2,20	2,27	2,26	2,12	1,88	1,60	1,37	1,12	0,82	0,57	0,33	0,07	-0,18	-0,44	-0,70	-0,95	-1,20	-1,37	-1,54	-1,68	-1,82	2,23
01/06/2019 02:30:00	2,20	2,26	2,21	2,07	1,84	1,58	1,30	1,01	0,75	0,48	0,19	-0,10	-0,39	-0,67	-0,95	-1,20	-1,45	-1,62	-1,80	-1,94	-2,09	2,10
01/06/2019 02:35:00	2,20	2,26	2,12	1,95	1,74	1,54	1,32	1,10	0,92	0,65	0,34	0,06	-0,22	-0,47	-0,73	-0,95	-1,16	-1,31	-1,46	-1,59	-1,72	2,21
01/06/2019 02:40:00	2,13	2,08	2,00	1,95	1,89	1,66	1,44	1,22	0,97	0,76	0,54	0,28	0,03	-0,23	-0,49	-0,74	-1,00	-1,18	-1,36	-1,53	-1,69	2,10
01/06/2019 02:45:00	2,08	2,21	2,09	1,94	1,72	1,39	1,16	0,95	0,77	0,50	0,20	-0,07	-0,34	-0,60	-0,85	-1,06	-1,27	-1,42	-1,56	-1,67	-1,79	1,86
01/06/2019 02:50:00	1,89	1,86	1,71	1,51	1,29	1,15	0,94	0,72	0,54	0,31	0,07	-0,17	-0,40	-0,63	-0,86	-1,06	-1,27	-1,41	-1,55	-1,67	-1,79	1,86
01/06/2019 02:55:00	1,87	1,97	1,90	1,71	1,42	1,10	0,91	0,75	0,61	0,38	0,15	-0,06	-0,27	-0,47	-0,67	-0,85	-1,03	-1,14	-1,24	-1,33	-1,41	1,83
01/06/2019 03:00:00	1,97	2,06	1,93	1,78	1,61	1,37	1,15	0,96	0,81	0,54	0,24	-0,03	-0,31	-0,56	-0,81	-1,02	-1,23	-1,37	-1,51	-1,63	-1,75	1,77
01/06/2019 03:05:00	1,89	1,95	1,86	1,67	1,43	1,33	1,13	0,90	0,62	0,39	0,15	-0,10	-0,34	-0,59	-0,83	-1,06	-1,29	-1,45	-1,60	-1,74	-1,88	2,06
01/06/2019 03:10:00	1,98	2,03	2,00	1,88	1,68	1,46	1,28	1,07	0,80	0,57	0,35	0,11	-0,13	-0,38	-0,62	-0,86	-1,09	-1,25	-1,41	-1,55	-1,69	2,11
01/06/2019 03:15:00	1,93	2,00	1,88	1,74	1,59	1,46	1,27	1,07	0,88	0,65	0,41	0,16	-0,08	-0,32	-0,56	-0,78	-1,00	-1,15	-1,30	-1,44	-1,58	1,95
01/06/2019 03:20:00	1,88	1,85	1,79	1,71	1,58	1,38	1,23	1,09	0,96	0,75	0,51	0,27	0,04	-0,18	-0,41	-0,61	-0,81	-0,95	-1,09	-1,21	-1,33	1,85
01/06/2019 03:25:00	1,79	1,75	1,73	1,63	1,46	1,25	1,12	0,98	0,74	0,52	0,30	0,07	-0,16	-0,39	-0,62	-0,84	-1,06	-1,21	-1,36	-1,49	-1,62	1,76
01/06/2019 03:30:00	1,80	1,87	1,78	1,71	1,62	1,38	1,22	1,07	0,94	0,76	0,57	0,38	0,18	-0,03	-0,23	-0,43	-0,63	-0,77	-0,91	-1,03	-1,15	1,90
01/06/2019 03:35:00	1,64	1,98	1,98	1,91	1,78	1,60	1,42	1,23	1,03	0,87	0,71	0,53	0,35	0,15	-0,06	-0,28	-0,49	-0,65	-0,80	-0,93	-1,06	1,73
01/06/2019 03:40:00	1,75	1,88	1,87	1,82	1,72	1,64	1,50	1,36	1,19	1,00	0,78	0,56	0,33	0,11	-0,12	-0,33	-0,54	-0,70	-0,86	-1,00	-1,14	1,34
01/06/2019 03:45:00	1,24	1,62	1,59	1,53	1,45	1,27	1,12	0,96	0,80	0,58	0,33	0,09	-0,15	-0,38	-0,61	-0,83	-1,04	-1,19	-1,33	-1,46	-1,59	1,26
01/06/2019 03:50:00	1,07	1,51	1,53	1,48	1,39	1,31	1,14	0,97	0,83	0,65	0,45	0,25	0,04	-0,17	-0,38	-0,59	-0,80	-0,94	-1,09	-1,21	-1,34	1,13
01/06/2019 03:55:00	1,09	1,47	1,46	1,45	1,42	1,30	1,18	1,02	0,77	0,59	0,41	0,20	-0,01	-0,24	-0,47	-0,71	-0,94	-1,11	-1,28	-1,43	-1,58	1,03
01/06/2019 04:00:00	1,17	1,50	1,51	1,45	1,30	1,08	0,83	0,59	0,38	0,22	0,07	-0,11	-0,29	-0,51	-0,72	-0,95	-1,18	-1,34	-1,49	-1,61	-1,73	1,11
01/06/2019 04:05:00	1,16	1,51	1,60	1,58	1,45	1,30	1,17	1,03	0,85	0,62	0,36	0,12	-0,13	-0,38	-0,62	-0,83	-1,05	-1,20	-1,35	-1,48	-1,61	1,24
01/06/2019 04:10:00	1,25	1,59	1,70	1,73	1,64	1,43	1,29	1,15	1,01	0,78	0,53	0,27	0,02	-0,23	-0,47	-0,69	-0,91	-1,06	-1,21	-1,34	-1,47	1,26
