FileFormat:0002.2 file with temperature of atmosphere
SN105HE102
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
56,45	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.4.20120406
MTP5HE102F5645K-38.60I70D219217+A1.1
Commentary:
SN105HE102
парабола ДНА = 2,5 град
НЕ102 - ПУ - ХВБ с ЦСД " S "
АЦП - 202 - 09 с контр.U пит.и М
оптопара серии - 2
Т out № 178 пл
БП LPS - 112
End Of Commentary

SYSTEM\summer.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	OutsideTemperature
05/06/2019 00:00:00	12,05	12,96	13,39	13,62	13,63	13,53	13,34	13,08	12,76	12,40	12,02	11,61	11,21	10,80	10,40	9,99	9,58	9,17	8,77	8,35	7,94	11,94
05/06/2019 00:05:00	12,24	13,28	13,63	13,75	13,62	13,37	13,11	12,86	12,54	12,19	11,80	11,42	11,03	10,66	10,28	9,90	9,52	9,15	8,79	8,42	8,05	12,14
05/06/2019 00:10:00	12,23	13,27	13,63	13,76	13,62	13,44	13,21	12,93	12,55	12,15	11,75	11,34	10,94	10,54	10,14	9,73	9,33	8,93	8,54	8,14	7,75	12,14
05/06/2019 00:15:00	12,26	13,40	13,71	13,80	13,65	13,50	13,23	12,85	12,51	12,14	11,72	11,31	10,89	10,49	10,09	9,69	9,28	8,89	8,50	8,11	7,72	12,59
05/06/2019 00:20:00	12,69	13,80	14,10	14,18	14,02	13,80	13,51	13,15	12,75	12,33	11,91	11,48	11,05	10,63	10,22	9,80	9,38	8,97	8,57	8,16	7,76	12,65
05/06/2019 00:25:00	12,56	13,76	14,02	14,08	13,93	13,68	13,39	13,05	12,67	12,27	11,89	11,50	11,11	10,73	10,34	9,94	9,53	9,15	8,76	8,37	7,98	12,77
05/06/2019 00:30:00	12,73	13,95	14,15	14,20	14,09	13,82	13,52	13,23	12,89	12,54	12,16	11,79	11,42	11,05	10,68	10,30	9,92	9,54	9,16	8,78	8,40	12,62
05/06/2019 00:35:00	12,57	13,77	14,03	14,10	13,94	13,76	13,48	13,10	12,75	12,39	11,99	11,59	11,19	10,80	10,41	10,01	9,61	9,22	8,83	8,44	8,05	12,43
05/06/2019 00:40:00	12,53	13,55	13,88	13,99	13,81	13,67	13,42	13,07	12,75	12,41	12,01	11,61	11,21	10,82	10,43	10,04	9,65	9,26	8,88	8,49	8,10	11,99
05/06/2019 00:45:00	12,01	13,13	13,61	13,86	13,82	13,74	13,55	13,26	12,89	12,51	12,13	11,72	11,31	10,90	10,49	10,07	9,64	9,23	8,81	8,39	7,96	11,95
05/06/2019 00:50:00	11,96	12,98	13,48	13,80	13,87	13,75	13,57	13,34	13,05	12,71	12,31	11,89	11,46	11,05	10,64	10,23	9,81	9,40	8,99	8,58	8,16	11,92
05/06/2019 00:55:00	11,93	12,80	13,34	13,73	13,86	13,76	13,57	13,33	13,06	12,72	12,26	11,78	11,31	10,86	10,41	9,98	9,55	9,13	8,70	8,26	7,83	11,92
05/06/2019 01:00:00	11,88	12,69	13,20	13,54	13,63	13,63	13,50	13,28	13,02	12,70	12,28	11,84	11,41	10,99	10,57	10,15	9,74	9,33	8,92	8,49	8,05	12,06
05/06/2019 01:05:00	11,51	12,82	13,36	13,68	13,71	13,60	13,42	13,18	12,81	12,40	11,99	11,56	11,13	10,71	10,28	9,85	9,42	9,00	8,58	8,15	7,73	11,54
05/06/2019 01:10:00	11,60	12,81	13,31	13,54	13,43	13,30	13,08	12,80	12,50	12,18	11,83	11,46	11,10	10,73	10,36	9,97	9,58	9,21	8,83	8,45	8,08	11,20
05/06/2019 01:15:00	12,26	13,29	13,57	13,71	13,71	13,55	13,30	12,97	12,64	12,29	11,91	11,51	11,11	10,71	10,31	9,90	9,49	9,09	8,69	8,29	7,88	11,52
05/06/2019 01:20:00	12,87	13,61	13,74	13,75	13,62	13,38	13,10	12,79	12,46	12,12	11,78	11,44	11,09	10,73	10,38	10,00	9,63	9,25	8,88	8,50	8,13	12,11
05/06/2019 01:25:00	13,00	13,70	13,86	13,90	13,80	13,53	13,25	12,98	12,61	12,22	11,83	11,44	11,05	10,66	10,27	9,87	9,48	9,08	8,69	8,29	7,90	12,55
05/06/2019 01:30:00	12,90	13,87	14,15	14,22	14,01	13,81	13,53	13,16	12,78	12,37	11,88	11,41	10,94	10,51	10,07	9,65	9,24	8,84	8,44	8,03	7,63	12,70
05/06/2019 01:35:00	12,64	13,83	14,14	14,22	13,99	13,74	13,41	13,02	12,63	12,22	11,73	11,26	10,79	10,35	9,91	9,50	9,08	8,68	8,28	7,88	7,48	12,62
05/06/2019 01:40:00	12,52	13,88	14,17	14,24	14,06	13,69	13,32	12,96	12,53	12,10	11,67	11,25	10,83	10,42	10,01	9,59	9,17	8,78	8,38	7,99	7,61	12,32
05/06/2019 01:45:00	12,06	13,57	14,01	14,18	14,07	13,77	13,43	13,08	12,67	12,23	11,78	11,33	10,87	10,44	10,00	9,57	9,13	8,72	8,32	7,91	7,51	11,96
05/06/2019 01:50:00	11,68	12,89	13,48	13,79	13,73	13,52	13,29	13,04	12,75	12,40	11,93	11,47	11,01	10,58	10,15	9,75	9,34	8,95	8,56	8,17	7,78	11,80
05/06/2019 01:55:00	11,67	12,95	13,50	13,80	13,78	13,64	13,47	13,27	12,97	12,62	12,22	11,81	11,41	11,01	10,62	10,22	9,82	9,43	9,04	8,64	8,25	11,62
05/06/2019 02:00:00	11,67	13,01	13,56	13,85	13,82	13,74	13,53	13,22	12,87	12,51	12,11	11,70	11,28	10,87	10,45	10,03	9,60	9,19	8,78	8,37	7,95	11,63
05/06/2019 02:05:00	11,91	13,57	14,03	14,21	14,10	13,82	13,48	13,09	12,72	12,32	11,85	11,40	10,94	10,50	10,07	9,64	9,22	8,82	8,41	8,02	7,63	11,65
05/06/2019 02:10:00	12,02	13,76	14,18	14,30	14,07	13,76	13,39	12,97	12,58	12,19	11,76	11,35	10,94	10,53	10,12	9,71	9,30	8,92	8,53	8,16	7,78	12,02
05/06/2019 02:15:00	12,15	14,04	14,30	14,30	14,07	13,73	13,35	12,94	12,49	12,06	11,64	11,24	10,84	10,44	10,04	9,63	9,22	8,83	8,44	8,06	7,69	11,96
05/06/2019 02:20:00	11,98	13,89	14,17	14,20	14,01	13,64	13,29	12,96	12,53	12,09	11,67	11,27	10,87	10,48	10,08	9,68	9,28	8,90	8,51	8,14	7,77	11,91
05/06/2019 02:25:00	11,13	13,11	13,66	13,89	13,79	13,58	13,27	12,91	12,54	12,19	11,86	11,50	11,15	10,77	10,40	9,99	9,58	9,19	8,81	8,43	8,06	11,65
05/06/2019 02:30:00	10,79	12,85	13,61	14,01	14,01	13,81	13,55	13,26	12,92	12,55	12,11	11,66	11,22	10,79	10,36	9,93	9,50	9,09	8,69	8,30	7,90	11,15
05/06/2019 02:35:00	10,10	12,32	13,20	13,70	13,76	13,71	13,53	13,26	12,96	12,60	12,16	11,72	11,27	10,84	10,40	9,97	9,53	9,12	8,71	8,30	7,90	10,20
05/06/2019 02:40:00	9,42	12,18	13,31	13,97	14,12	13,98	13,79	13,55	13,17	12,74	12,26	11,76	11,27	10,78	10,30	9,82	9,35	8,91	8,46	8,03	7,60	9,10
05/06/2019 02:45:00	9,87	12,46	13,44	13,98	14,03	13,91	13,67	13,36	12,96	12,55	12,11	11,66	11,21	10,75	10,30	9,83	9,36	8,93	8,49	8,07	7,65	9,22
05/06/2019 02:50:00	10,10	13,14	13,95	14,32	14,26	13,92	13,55	13,16	12,74	12,30	11,81	11,33	10,86	10,40	9,94	9,48	9,03	8,62	8,21	7,82	7,43	9,48
05/06/2019 02:55:00	10,93	13,82	14,33	14,44	14,19	13,76	13,30	12,80	12,33	11,87	11,39	10,95	10,51	10,07	9,64	9,21	8,77	8,38	7,98	7,62	7,25	9,38
05/06/2019 03:00:00	11,06	13,89	14,30	14,30	13,96	13,54	13,04	12,46	12,05	11,67	11,28	10,92	10,56	10,18	9,81	9,41	9,01	8,65	8,29	7,97	7,64	10,50
05/06/2019 03:05:00	11,12	13,76	14,24	14,32	14,01	13,57	13,14	12,71	12,26	11,83	11,41	11,01	10,62	10,22	9,83	9,42	9,02	8,65	8,28	7,94	7,60	11,17
05/06/2019 03:10:00	11,18	13,54	14,00	14,10	13,87	13,54	13,11	12,60	12,25	11,89	11,46	11,06	10,66	10,26	9,86	9,46	9,05	8,68	8,31	7,96	7,61	11,22
05/06/2019 03:15:00	10,65	13,16	13,83	14,08	13,89	13,65	13,33	12,96	12,52	12,09	11,65	11,22	10,80	10,38	9,95	9,52	9,09	8,69	8,30	7,92	7,54	10,30
05/06/2019 03:20:00	9,86	12,25	13,22	13,82	14,03	13,95	13,75	13,48	13,13	12,74	12,25	11,75	11,26	10,77	10,29	9,81	9,34	8,89	8,45	8,00	7,56	9,70
05/06/2019 03:25:00	9,58	12,32	13,42	14,05	14,17	14,02	13,78	13,49	13,17	12,76	12,23	11,71	11,19	10,69	10,20	9,73	9,26	8,83	8,40	7,98	7,56	9,32
