FileFormat:0002.2 file with temperature of atmosphere
SN105HE102
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
56,45	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.4.20120406
MTP5HE102F5645K-38.60I70D219217+A1.1
Commentary:
SN105HE102
парабола ДНА = 2,5 град
НЕ102 - ПУ - ХВБ с ЦСД " S "
АЦП - 202 - 09 с контр.U пит.и М
оптопара серии - 2
Т out № 178 пл
БП LPS - 112
End Of Commentary

SYSTEM\summer.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	OutsideTemperature
04/06/2019 00:00:00	11,59	11,76	11,89	12,01	12,09	12,07	11,98	11,85	11,67	11,44	11,10	10,75	10,41	10,07	9,74	9,40	9,07	8,72	8,37	8,00	7,62	11,57
04/06/2019 00:05:00	11,72	11,86	11,99	12,10	12,17	12,16	12,07	11,91	11,77	11,57	11,28	10,97	10,67	10,36	10,05	9,73	9,40	9,06	8,72	8,35	7,99	11,62
04/06/2019 00:10:00	11,73	11,94	12,10	12,18	12,11	12,13	12,04	11,85	11,63	11,40	11,19	10,94	10,69	10,41	10,13	9,80	9,47	9,13	8,79	8,43	8,07	11,64
04/06/2019 00:15:00	11,77	11,95	12,07	12,21	12,33	12,37	12,30	12,16	11,95	11,71	11,45	11,16	10,86	10,54	10,23	9,88	9,54	9,17	8,81	8,42	8,03	11,67
04/06/2019 00:20:00	11,78	11,94	12,12	12,29	12,40	12,36	12,22	12,02	11,87	11,66	11,32	10,97	10,62	10,28	9,93	9,58	9,24	8,88	8,52	8,14	7,76	11,63
04/06/2019 00:25:00	11,64	12,02	12,29	12,49	12,57	12,58	12,49	12,33	12,14	11,90	11,56	11,21	10,85	10,50	10,15	9,80	9,45	9,08	8,72	8,33	7,94	11,57
04/06/2019 00:30:00	11,59	12,14	12,42	12,59	12,59	12,58	12,49	12,34	12,05	11,73	11,37	11,00	10,62	10,26	9,89	9,52	9,15	8,77	8,40	8,00	7,60	11,64
04/06/2019 00:35:00	11,65	11,97	12,21	12,41	12,54	12,54	12,48	12,37	12,11	11,82	11,53	11,21	10,88	10,54	10,20	9,83	9,47	9,09	8,71	8,30	7,90	11,50
04/06/2019 00:40:00	11,50	11,78	11,99	12,19	12,33	12,26	12,18	12,12	11,88	11,61	11,31	10,99	10,66	10,33	9,99	9,64	9,29	8,93	8,56	8,18	7,79	11,38
04/06/2019 00:45:00	11,46	11,70	11,85	11,96	12,00	12,02	11,92	11,73	11,51	11,29	11,07	10,81	10,55	10,25	9,96	9,62	9,28	8,93	8,59	8,22	7,85	11,45
04/06/2019 00:50:00	11,40	11,60	11,79	11,93	11,98	11,91	11,80	11,66	11,46	11,22	10,92	10,60	10,28	9,95	9,63	9,29	8,95	8,61	8,26	7,90	7,54	11,43
04/06/2019 00:55:00	11,37	11,49	11,70	11,83	11,81	11,82	11,74	11,58	11,37	11,14	10,90	10,63	10,35	10,06	9,76	9,43	9,10	8,76	8,42	8,07	7,71	11,32
04/06/2019 01:00:00	11,26	11,32	11,62	11,85	11,93	12,02	12,01	11,93	11,81	11,60	11,25	10,89	10,53	10,19	9,85	9,53	9,20	8,85	8,51	8,13	7,76	11,27
04/06/2019 01:05:00	11,30	11,24	11,42	11,60	11,73	11,77	11,76	11,71	11,67	11,60	11,50	11,35	11,20	10,99	10,79	10,51	10,24	9,94	9,65	9,32	8,99	11,23
04/06/2019 01:10:00	11,18	11,25	11,38	11,50	11,57	11,59	11,60	11,62	11,62	11,69	11,87	11,95	12,04	11,99	11,94	11,74	11,53	11,29	11,05	10,78	10,52	11,16
04/06/2019 01:15:00	11,09	11,28	11,64	11,88	11,93	11,95	11,88	11,74	11,55	11,38	11,24	11,02	10,81	10,55	10,28	9,95	9,62	9,28	8,95	8,59	8,24	11,11
04/06/2019 01:20:00	11,08	11,23	11,52	11,76	11,90	11,91	11,88	11,84	11,69	11,50	11,27	11,00	10,74	10,45	10,16	9,84	9,51	9,18	8,84	8,48	8,12	11,04
04/06/2019 01:25:00	10,97	11,09	11,39	11,64	11,76	11,83	11,77	11,62	11,51	11,35	11,10	10,81	10,53	10,23	9,92	9,59	9,26	8,92	8,58	8,21	7,85	11,00
04/06/2019 01:30:00	10,94	11,07	11,25	11,42	11,54	11,53	11,45	11,35	11,23	11,10	10,94	10,73	10,52	10,28	10,03	9,73	9,43	9,11	8,79	8,45	8,12	11,00
04/06/2019 01:35:00	11,02	10,92	11,00	11,10	11,17	11,18	11,14	11,08	10,94	10,82	10,76	10,62	10,49	10,29	10,09	9,81	9,53	9,24	8,94	8,61	8,29	11,09
04/06/2019 01:40:00	11,19	10,98	10,91	10,89	10,92	10,86	10,79	10,71	10,64	10,57	10,45	10,31	10,17	9,98	9,79	9,55	9,30	9,03	8,76	8,46	8,17	11,15
04/06/2019 01:45:00	11,21	11,11	11,05	11,00	10,93	10,85	10,77	10,70	10,55	10,42	10,34	10,21	10,08	9,90	9,72	9,47	9,21	8,94	8,67	8,38	8,09	11,20
04/06/2019 01:50:00	11,28	11,21	11,11	11,03	10,96	10,88	10,74	10,56	10,44	10,32	10,19	10,04	9,88	9,67	9,47	9,21	8,94	8,66	8,39	8,09	7,80	11,18
04/06/2019 01:55:00	11,18	10,98	10,86	10,77	10,69	10,61	10,51	10,40	10,26	10,13	10,03	9,90	9,77	9,58	9,39	9,14	8,89	8,62	8,35	8,06	7,77	11,16
04/06/2019 02:00:00	11,18	11,05	10,92	10,84	10,81	10,69	10,54	10,37	10,23	10,10	9,96	9,79	9,62	9,41	9,20	8,93	8,66	8,38	8,10	7,80	7,50	11,13
04/06/2019 02:05:00	11,22	11,11	10,91	10,73	10,58	10,47	10,34	10,19	10,07	9,98	9,93	9,85	9,77	9,62	9,47	9,24	9,02	8,77	8,53	8,26	8,00	11,08
04/06/2019 02:10:00	11,12	11,08	10,95	10,83	10,71	10,56	10,39	10,22	10,12	10,02	9,90	9,77	9,63	9,45	9,27	9,02	8,78	8,52	8,27	8,01	7,74	11,05
04/06/2019 02:15:00	11,12	11,08	10,96	10,90	10,90	10,84	10,70	10,52	10,38	10,26	10,15	9,99	9,84	9,63	9,42	9,15	8,88	8,59	8,30	8,00	7,69	11,06
04/06/2019 02:20:00	11,14	11,08	10,98	10,89	10,81	10,73	10,62	10,50	10,40	10,28	10,07	9,87	9,67	9,45	9,23	8,97	8,72	8,46	8,19	7,90	7,61	11,04
04/06/2019 02:25:00	11,02	10,98	10,90	10,83	10,78	10,65	10,49	10,32	10,21	10,09	9,93	9,74	9,56	9,34	9,13	8,87	8,60	8,33	8,06	7,77	7,48	11,03
04/06/2019 02:30:00	11,08	11,05	10,95	10,87	10,80	10,64	10,51	10,41	10,21	10,03	9,91	9,75	9,59	9,38	9,17	8,90	8,63	8,35	8,07	7,78	7,48	11,05
04/06/2019 02:35:00	11,09	11,02	10,87	10,72	10,57	10,47	10,34	10,18	10,04	9,88	9,68	9,48	9,27	9,05	8,83	8,57	8,31	8,05	7,78	7,50	7,22	11,04
04/06/2019 02:40:00	11,13	11,00	10,86	10,71	10,52	10,38	10,24	10,12	9,98	9,82	9,62	9,42	9,22	9,00	8,78	8,54	8,29	8,04	7,78	7,51	7,24	11,06
